Unnamed: 0.1,Unnamed: 0,file,orgText,outText,WER
977,977,achtgesichterambiwasse/achtgesichterambiwasse_0977.wav,und ein langer schwirrender pfeil sauste vor ihm in den boden und stand senkrecht und zitternd fest vor seinem fuss,und ein langer schwirren dabei pfeil sauste vor ihm in den boden und stand senkrecht und zitternd fest vor seinem fuß ,0.15
978,978,achtgesichterambiwasse/achtgesichterambiwasse_0978.wav,er staunte aber er liess sich nicht in seinem weg stören und tat drei schritte weiter,erstaunte aber er ließ sich nicht in seinem weg stören und trat drei schritte weiter ,0.25
979,979,achtgesichterambiwasse/achtgesichterambiwasse_0979.wav,da stürzten schnell drei speere vor ihm nieder der eine zerschellte an einem baum der zweite durchbohrte ein weib am wegrand,da stürzten schnell drei schwere vor ihm nieder der eine zerschellte an einem baum der zweite durchbohrte ein weit am wegesrand ,0.1428571428571428
980,980,achtgesichterambiwasse/achtgesichterambiwasse_0980.wav,der dritte fuhr durch atamonos haar und riss die muschelkette aus seinem haar mit sich,der dritte fuhr durch monopole h und riss die muschel kette aus seinem haar mit sich  ,0.2666666666666666
981,981,achtgesichterambiwasse/achtgesichterambiwasse_0981.wav,gleich darauf sah atamono dass die frauen auf den vier türmen des stadttores in aufruhr gerieten,gleich darauf sah atemnot dass die frauen auf dem vier türmen des statt torres in aufruhr gerieten ,0.25
982,982,achtgesichterambiwasse/achtgesichterambiwasse_0982.wav,und von jedem turm einen mann hinunterstürzten «was bedeutet das»,und von jedem turm einen mann herunterstürzen was bedeutet dass ,0.3
983,983,achtgesichterambiwasse/achtgesichterambiwasse_0983.wav,fragte atamono die zwei frauen die ihm zunächst standen «o herr,fragte atemnot die zwei frauen die ihm zunächst standen o hehre ,0.2727272727272727
984,984,achtgesichterambiwasse/achtgesichterambiwasse_0984.wav,ein paar eifersüchtige männer wollen euch töten» sagte die eine der beiden frauen eifrig die andere lachte,ein paar eifersüchtige männer wollen euch töten sagte die eine der beiden frauen eifrig die andere lachte ,0.0588235294117647
985,985,achtgesichterambiwasse/achtgesichterambiwasse_0985.wav,«warum sehe ich nur frauen und keinen mann der mich begrüsst» fragte er weiter «o herr der regent hat befohlen,warum sehe ich nur frauen und keinen mann der mich begrüßt fragte er weiter hu herr barroso der regent hat befohlen ,0.2
986,986,achtgesichterambiwasse/achtgesichterambiwasse_0986.wav,am tage wo ihr vom meere wieder nach china zurückkehren würdet dürfe kein mann sein haus verlassen und kein mann die strasse betreten,am tage wo ihr vom meer wieder nach china zurückkehren würden dürfe kein man sein haus verlassen und keinen man die straße betreten ,0.2608695652173913
987,987,achtgesichterambiwasse/achtgesichterambiwasse_0987.wav,da die eifersucht der männer grenzenlos ist und weil dich alle männer hier hassen» atamono sagte verwundert,da die eifersucht der männer grenzenlos ist und weil sich alle männer hier hassen matter mona sagte verwundert ,0.2352941176470588
988,988,achtgesichterambiwasse/achtgesichterambiwasse_0988.wav,«ich habe seit jahren keine männer gesprochen warum hassen sie mich und warum sind sie eifersüchtig auf mich» «herr,ich habe seit jahren keine männer gesprochen warum hassen sie mich und warum sind sie eifersüchtig auf mich herr ,0.1578947368421052
989,989,achtgesichterambiwasse/achtgesichterambiwasse_0989.wav,ihr wisst nicht dass der regent tief betrübt war weil ihr der ihr der erste seid der die sprache der bäume verstand ,wir wissen nicht dass der regent tief betrübt war weil ihr der ihr der erste seit der die sprache der bäume verstand ,0.1363636363636363
990,990,achtgesichterambiwasse/achtgesichterambiwasse_0990.wav,weil ihr china den rücken kehren wolltet» atamono staunte,weil ihr china den rücken kehren wolltet atem uno staunte ,0.3333333333333333
991,991,achtgesichterambiwasse/achtgesichterambiwasse_0991.wav,«ich habe es niemand erzählt woher weiss der regent dass ich die schrift der baumrinden lesen kann»,ich habe es niemand erzählt woher weiß der regent dass sich die schrift der baumrinden lesen kann  ,0.2352941176470588
992,992,achtgesichterambiwasse/achtgesichterambiwasse_0992.wav,«herr man sah euch ja täglich in eurem heimatort an allen wegen in allen wäldern wie ihr laut die sprache der bäume entziffert habt,herr na sah euch ja täglichen eurem heimatort an allen wegen in allen wäldern wo ihr laut die sprache der bäume entziffert habt  ,0.2083333333333333
993,993,achtgesichterambiwasse/achtgesichterambiwasse_0993.wav,die menschen standen in scharen um euch und lernten von euch das lesen der rinden,die menschen standen in scharen um euch und lärmten von euch das lesen der rinde ,0.1333333333333333
994,994,achtgesichterambiwasse/achtgesichterambiwasse_0994.wav,und jetzt lesen alle unsere männer und verstehen die sprache der bäume wie ihr»,und jetzt lesen alle unsere männer und verstehen die sprache der bäume wie ihr ,0.0714285714285714
995,995,achtgesichterambiwasse/achtgesichterambiwasse_0995.wav,«sind sie deswegen eifersüchtig eure männer weil ich der erste war der die sprache der bäume verstand» «o nein herr,sind sie deswegen eifersüchtig eure männer weil ich der erste war der die sprache der bäume verstand o nein herr ,0.15
996,996,achtgesichterambiwasse/achtgesichterambiwasse_0996.wav,sie sind eifersüchtig weil der regent am tag da ihr china den rücken wendetet und ans meer gingt,sie sind eifersüchtig weil der regent am tag da ihr china den rücken wendeten und ins mehr gibt ,0.2222222222222222
997,997,achtgesichterambiwasse/achtgesichterambiwasse_0997.wav,geschworen hat dass ihr an dem tag an dem ihr umkehren würdet und unter sein volk zurückkehren ,geschworen hat das ihr an dem tag an dem ihr heimkehren würdet und unter sein volk zurückkehren ,0.1176470588235294
998,998,achtgesichterambiwasse/achtgesichterambiwasse_0998.wav,dass ihr dann die wahl haben würdet unter allen frauen ob verheiratet oder unverheiratet ob hoch oder niedrig,das er dann die wahl haben würde unter allen frauen opfer heiratet oder unverheiratet abbruch oder niedrig ,0.3888888888888889
999,999,achtgesichterambiwasse/achtgesichterambiwasse_0999.wav,ja die regentin selbst dürft ihr als frau euch erwählen aber ihr müsst euch entscheiden ehe die sonne dieses tages untergeht,ja dirigentin selbst dürft ihr als frau euch wählen aber ihr müsst euch entscheiden ehe die sonne dieses tages untergeht  ,0.1428571428571428
1000,1000,achtgesichterambiwasse/achtgesichterambiwasse_1000.wav,habt ihr dann nicht gewählt wird man euch morgen töten der regent will dass ihr tot oder lebendig jetzt im lande bleibt,habt ihr dann nicht gewählt wird man euch morgen töten der regent will dass ihr tot oder lebendig jetzt im lande bleibt ,0.0
1001,1001,achtgesichterambiwasse/achtgesichterambiwasse_1001.wav,und dass ihr nicht den ruhm des landes gefährdet dass ihr nicht auswandert oder eine frau aus einem andern volke wählt als aus dem unsern,und das hier nicht den ruf des landes gefährdet das ihr nicht auswandert oder eine frau aus einem anderen volk gewählt als aus dem inseln ,0.32
1002,1002,achtgesichterambiwasse/achtgesichterambiwasse_1002.wav,die männer die vorhin von den türmen gestürzt wurden waren die männer von den vier schönen töchtern des regenten,die männer die vorhin von den türmen gestürzt wurden waren die männer von den vier schönen töchtern des regenten ,0.0
1003,1003,achtgesichterambiwasse/achtgesichterambiwasse_1003.wav,diese vier männer wollten euch töten ehe ihr die stadt betreten hättet weil sie bei eurer brautschau für ihre frauen fürchteten»,diese vier männer wollten euch töten i e die stadt betreten hättet weil sie bei eurer braut schau für ihre frauen fürchteten  ,0.23809523809523803
1004,1004,achtgesichterambiwasse/achtgesichterambiwasse_1004.wav,atamono sagte «alle hunderttausend frauen des landes sind mir willkommen,harter monopole sagte alle hunderttausende frauen des landes sind mir willkommen ,0.4
1005,1005,achtgesichterambiwasse/achtgesichterambiwasse_1005.wav,so wenig wie ich jetzt mehr den willen zur unsterblichkeit habe so wenig willen habe ich zur liebeswahl ich werde also morgen sterben,so wenig wie ich jetzt mehr den willen zur unsterblichkeit habe so wenig willen habe ich zu liebes wahl ich werde also morgen sterben ,0.1304347826086956
1006,1006,achtgesichterambiwasse/achtgesichterambiwasse_1006.wav,warum bin ich nicht schon vorhin gestorben als der pfeil zielte und die speere eine frau töteten statt mich zu töten» «komm»,darum bin ich nicht schon vorhin gestorben als der pfeil zielte und die sperre eine frau töteten statt mich zu töten komm ,0.1818181818181818
1007,1007,achtgesichterambiwasse/achtgesichterambiwasse_1007.wav,sagte das weib das ihm geantwortet hatte «lege deinen arm um mich und verkündige mich als deine frau,sagte das weib das ihm geantwortet hatte lege deinen armen um mich und verkündiger mich als deine frau ,0.1666666666666666
1008,1008,achtgesichterambiwasse/achtgesichterambiwasse_1008.wav,dann wirst du nicht sterben müssen und ich will dir helfen dir die unsterblichkeit zu sichern die du am meer vergeblich erwartet hast»,dann wirst du nicht sterben müssen und ich will dir helfen die unsterblichkeit zu sichern die du am meer vergeblich erwartet hast ,0.0869565217391304
1009,1009,achtgesichterambiwasse/achtgesichterambiwasse_1009.wav,atamono fragte rasch «kennst du die rindensprache der roten kryptomerienbäume» «natürlich» sagte die frau ebenso rasch,hatte uno fragte rasch kennst du die renten sprache der roten crypto meridian bäume natürlich sagte die frau ebenso rasch ,0.5625
1010,1010,achtgesichterambiwasse/achtgesichterambiwasse_1010.wav,«ich habe zwar nie einen solchen baum gesehen ich kenne aber seine rindenschrift wie die linien meiner hand» atamono fragte noch rascher,ich habe zwar nie einen solchen baum gesehen ich kenne aber seine renten schrift wie die linien meine hand hatte am uno fragte noch rascher ,0.3636363636363636
1011,1011,achtgesichterambiwasse/achtgesichterambiwasse_1011.wav,«weisst du wo die harfe liegt die ich suche» «natürlich» antwortete ebenso rasch die frau,weißt du wo die haare verlief die ich suche natürlich antwortete ebenso rasch die frau ,0.3333333333333333
1012,1012,achtgesichterambiwasse/achtgesichterambiwasse_1012.wav,«alle bäume erzählen es dass die harfe im kleinen ewigen feuerland liegt» «weib weisst du den weg dorthin» «natürlich,alle bäume erzählen als dass die haare für im kleinen ewigen feuerland liegt weit weißt du den weg dorthin natürlich ,0.4736842105263157
1013,1013,achtgesichterambiwasse/achtgesichterambiwasse_1013.wav,ich werde ihn dir schon zeigen wenn du mich zu deiner frau gemacht hast werde ich ihn in erfahrung bringen,ich werde ihn dir schon zeigen wenn du mich zu deiner frau gemacht hast werde ich ihn in erfahrung bringen ,0.0
1014,1014,achtgesichterambiwasse/achtgesichterambiwasse_1014.wav,alles wird mir gelingen wenn du mich liebst» «wirst du mir treu bleiben wenn ich dich heirate,alles wird mir gelingen wenn du mich liebst wirst du mir treu bleiben wenn ich dich heirate ,0.1176470588235294
1015,1015,achtgesichterambiwasse/achtgesichterambiwasse_1015.wav,und willst du die unsterblichkeit mit mir teilen» «treu bleiben» fragte das weib und schmollte,und willst du die unsterblichkeit mit mir teilen treu bleiben fragte das weib und schmollte ,0.2
1016,1016,achtgesichterambiwasse/achtgesichterambiwasse_1016.wav,«das ist das natürlichste von der welt das verspreche ich dir gar nicht,das ist das natürlich davon der welt das verspreche ich dir gar nicht ,0.2307692307692307
1017,1017,achtgesichterambiwasse/achtgesichterambiwasse_1017.wav,aber die unsterblichkeit werde ich natürlich mit dir teilen»   atamono betrat die stadt nicht,aber die unsterblichkeit werde ich natürlich mit dir teilen alter monopole trat die stadt nicht ,0.2857142857142857
1018,1018,achtgesichterambiwasse/achtgesichterambiwasse_1018.wav,siebenundneunzig schritte vor der stadt heisst es in den chinesischen und japanischen chroniken legte er seinen arm um ein weib,siebenundneunzig schritte vor der stadt heißt es in den chinesischen und japanischen chroniken legte er seinen arm um ein weil ,0.1
1019,1019,achtgesichterambiwasse/achtgesichterambiwasse_1019.wav,aber nicht um das weib das er ausgefragt hatte und welches immer so geläufig «natürlich» geantwortet hatte,aber nicht um das weib dass er aus gefragt hatte welches immer so geläufig natürlich geantwortet hatte ,0.2941176470588235
1020,1020,achtgesichterambiwasse/achtgesichterambiwasse_1020.wav,sondern um eines das daneben gestanden und zu allem gelacht hatte melodisch und freundlich wie eine singende glocke,sondern um eines das daneben stand und zu allem gelacht hätte melodisch und freundlich wie eine singende glocke  ,0.1111111111111111
1021,1021,achtgesichterambiwasse/achtgesichterambiwasse_1021.wav,diese frau hatte atamono nichts versprochen,diese frau hatte ataman nun nichts versprochen ,0.3333333333333333
1022,1022,achtgesichterambiwasse/achtgesichterambiwasse_1022.wav,und die länder ehren heute noch ihr andenken und ihr singendes lachen,und die länder ehren noch heute ihr andenken und ihr singendes lachen  ,0.1666666666666666
1023,1023,achtgesichterambiwasse/achtgesichterambiwasse_1023.wav,als der grosse chinesische weise und wissende und sein lieblich lachendes weib nach glücklichster ehe hochbetagt starben,als der große chinesische weise und wissende und sein lieblich lachendes weib nach glücklichste ehe hochbetagt starben ,0.1176470588235294
1024,1024,achtgesichterambiwasse/achtgesichterambiwasse_1024.wav,begrub man beide am meeresstrande unter dem rätselhaften baum dessen rinde atamono niemals entziffert hat ,der grob man beider am meeresstrand unter dem rätselhaften baum dessen rinder atemnot niemals entziffert hat ,0.4
1025,1025,achtgesichterambiwasse/achtgesichterambiwasse_1025.wav,hunderte jahre nachher als die chinesen japan entdeckten und den harfenförmigen biwasee,hundert jahre nachher als die chinesen japan entdeckten und den hafen wie war sie ,0.4166666666666667
1026,1026,achtgesichterambiwasse/achtgesichterambiwasse_1026.wav,als die grosse harfe im lande des ewigen feuers liegen fanden brachte man dorthin ein reis jenes unerklärlichen baumes,als die großer harfe im lande des ewigen feuers liegen fanden brachte man dort ein reis jenes unerklärlichen baumes ,0.1052631578947368
1027,1027,achtgesichterambiwasse/achtgesichterambiwasse_1027.wav,zu einer zeit wo die japaner noch in blätterkleidern und mit ungekämmten haaren das kleine feuereiland bewohnten,zu einer zeit wo die japaner noch in blätter kleidern und mit ungekämmt in haren das kleiner feuer eiland bewohnten ,0.4705882352941176
1028,1028,achtgesichterambiwasse/achtgesichterambiwasse_1028.wav,und die chinesen dort die ersten apostel höherer bildung und gesittung wurden und wieder einige jahrhunderte später,und die chinesen dort die ersten apostel höherer bildung und gesittung wurden und wieder einige jahrhunderte später ,0.0
1029,1029,achtgesichterambiwasse/achtgesichterambiwasse_1029.wav,als die ersten chinesischen buddhistenmönche die religion des pflanzen des tierreiches und des menschenreiches den japanern gaben,als die ersten chinesischen buddhisten manche die religion des pflanzen des tier reiches und des menschen reiches den japanern gaben ,0.3529411764705882
1030,1030,achtgesichterambiwasse/achtgesichterambiwasse_1030.wav,und sie die verbrüderung aller weltallwesen lehrten und mönche den miideratempel mit seinen terrassen am biwasee bauten,und sie die verbrüderung aller weltall wesen lehrten und mönche den wie derer tempel mit seinen terrassen am wie war sie bauten sind ,0.5294117647058824
1031,1031,achtgesichterambiwasse/achtgesichterambiwasse_1031.wav,da erinnerte man sich wieder des rätselhaften baumes der nun durch die jahrhunderte stark und mächtig geworden war,da erinnerte man sich wieder des rätselhaften baumes den durch die jahrhunderte stark und mächtig geworden war ,0.1111111111111111
1032,1032,achtgesichterambiwasse/achtgesichterambiwasse_1032.wav,und jeder der zu dem baum am biwasee kam sprach von atamonos geschichte,und jeder der zu dem baumann biber sie kam sprach von alter moos geschichte ,0.3846153846153846
1033,1033,achtgesichterambiwasse/achtgesichterambiwasse_1033.wav,bis eines tages ein japanischer mönch geboren wurde,bis eines tages einen japanischer mönch geboren wurde  ,0.125
1034,1034,achtgesichterambiwasse/achtgesichterambiwasse_1034.wav,dieser war der erste der die rinde des alten rätselhaften baumes am biwasee entziffern lernte,dieser war der erste der die rinde des alten rätselhaften baumes am war sie entziffern lernte ,0.1333333333333333
1035,1035,achtgesichterambiwasse/achtgesichterambiwasse_1035.wav,die bis dahin unleserlich geblieben war und er las zu seinem erstaunen von der baumrinde den satz,die bis dahin unleserlich geblieben war und er lars zu seiner erstaunen in der baumrinde denn satz ,0.2352941176470588
1036,1036,achtgesichterambiwasse/achtgesichterambiwasse_1036.wav,«o wisse mensch und höre mich der ich alt werde wie die erdrinde mir und allen,o wisse mensch und höre mich der ich alt wer die wie die er trennende mir und allen ,0.3125
1037,1037,achtgesichterambiwasse/achtgesichterambiwasse_1037.wav,welche so alt werden auf der erde steht die liebe höher als die unsterblichkeit»,welche so alt werden auf der erde steht die liebe höher als die unsterblichkeit  ,0.0714285714285714
1038,1038,achtgesichterambiwasse/achtgesichterambiwasse_1038.wav,und diesen spruch las der japanische mönch milliarden und milliardenmal in die kronenäste in den stamm und in die wurzelrinden gegraben,und diesen spruch las der japanische man nicht milliarden und milliarden mal in die kronen äste in den stammen und in die wurzel rinde gegraben ,0.4285714285714285
1039,1039,achtgesichterambiwasse/achtgesichterambiwasse_1039.wav,bis zur tiefsten wurzel drunten in der erde sprach der baum keinen andern satz,bis zur tiefsten wurzeln drunten in der erde sprach der bauern keinen anderen satz  ,0.2142857142857142
1040,1040,achtgesichterambiwasse/achtgesichterambiwasse_1040.wav,nun erinnerte man sich auch dass atamono seitdem er glücklich mit dem lachenden weibe lebte,nun erinnerte man sich auch das theater monopole seitdem er glücklich mit dem lachenden weibe lebte ,0.2
1041,1041,achtgesichterambiwasse/achtgesichterambiwasse_1041.wav,nie mehr von der unsterblichkeit gesprochen dass er sein weib niemals nach dem wege zur unsterblichkeit gefragt hatte,nie mehr von der unsterblichkeit gesprochen dass er seinen weib niemals nach dem wege zur unsterblichkeit gefragt hatte ,0.0555555555555555
1042,1042,achtgesichterambiwasse/achtgesichterambiwasse_1042.wav,und aus der vergangenheit stieg das lachen jenes weibes wie aus einem grab als mönche eine glocke gegossen hatten,und aus der vergangenheit stieg das lachen jenes weibes wie aus einem grab als mönche eine glocke gegossen hatten ,0.0
1043,1043,achtgesichterambiwasse/achtgesichterambiwasse_1043.wav,die noch heute abends im miideratempel geläutet wird,die noch heute abend im juli derer tempel geläutet wird ,0.5
1044,1044,achtgesichterambiwasse/achtgesichterambiwasse_1044.wav,und deren stimme wie die sanftgewordene stimme von jahrtausenden klingt,und deren stimme wie die sanft gewordene stimme von jahrtausenden klingt ,0.2
1045,1045,achtgesichterambiwasse/achtgesichterambiwasse_1045.wav,und die den singenden ton eines glücklichen weibes hat der alte baum ist heute nur noch ein stummel,und die den singenden ton eines glücklichen weibes hat der alte baum ist heute nur noch ein stumme ,0.0555555555555555
1046,1046,achtgesichterambiwasse/achtgesichterambiwasse_1046.wav,von stelzen und krücken gestützt zu dem platze wo er am see steht führt ein hölzernes tempeltor,von stelzen und gründen gestört zu platze wo er am see steht führt einen hölzernes tempel tor ,0.3529411764705882
1047,1047,achtgesichterambiwasse/achtgesichterambiwasse_1047.wav,seine zweige sind mit tausenden von weissen gebetszetteln behangen tausende von pilgern aus japan und china besuchen ihn,seine zweige sind mit tausenden von weißen gebiets zetteln behangen tausende von pilgern aus japan und china besuchen ihn ,0.1666666666666666
1048,1048,achtgesichterambiwasse/achtgesichterambiwasse_1048.wav,den unsterblichen der verkündet «die liebe ist grösser als die unsterblichkeit» und nennen ihn,den unsterblichen der verkündet die liebe ist größer als die unsterblichkeit und nennen ihn ,0.2142857142857142
1049,1049,achtgesichterambiwasse/achtgesichterambiwasse_1049.wav,«den glücklichen» weil er abend um abend,den glücklichen weil er abend für abend ,0.4285714285714285
1050,1050,achtgesichterambiwasse/achtgesichterambiwasse_1050.wav,die kostbare frauenstimme der abendglocke des miideratempels belauschen darf die jenem weiblichen lachen gleicht,die kostbare frauenstimme der abend glocke des mi derer tempels belauschen darf die jenem weiblichen lachen gleicht ,0.3571428571428571
1051,1051,achtgesichterambiwasse/achtgesichterambiwasse_1051.wav,bei welchem einst atamono den wunsch nach unsterblichkeit vergass,bei welchem einst atem nun den wunsch nach unsterblichkeit vergaß  ,0.3333333333333333
1052,1052,achtgesichterambiwasse/achtgesichterambiwasse_1052.wav,sonniger himmel und brise von amazu,sonniger himmel und brise von amazonas ,0.1666666666666666
1053,1053,achtgesichterambiwasse/achtgesichterambiwasse_1053.wav,im brütenden hochsommer ist der biwasee wie eine gute erquickende milchreiche amme,im brütenden hochsommer ist der biber see wie eine gute erquickend frische milch reiche ammer ,0.5833333333333334
1054,1054,achtgesichterambiwasse/achtgesichterambiwasse_1054.wav,die tausende von japanern an ihrer brust einwiegt die leichten buchten des ovalen sees und seine geschwungene harfenlinie,die tausende von japanern an ihrer brust ein weg die leichten buchten des ovalen sees und seine geschwungene harfen linie ,0.2222222222222222
1055,1055,achtgesichterambiwasse/achtgesichterambiwasse_1055.wav,sind von farbig gekleideten menschenkindern umvölkert gleichwie von roten grünen blauen und weissen käfern,sind von farbig gekleideten menschen kindern um völker gleich wie für den roten grünen blauen und weißen käfern  ,0.6428571428571429
1056,1056,achtgesichterambiwasse/achtgesichterambiwasse_1056.wav,gruppen von badenden spielen im schilf unschuldig nackt wie neugeborene die stimme der wellen die sonst tag und nacht raschelt,gruppen von baden spielen im schilf unschuldig nackt wie neugeborene die stimme der wählen die sonst tag und nacht raschelt ,0.1
1057,1057,achtgesichterambiwasse/achtgesichterambiwasse_1057.wav,und die zischelnden schilfstimmen sind alle überstimmt von dem gekicher und gerufe der menschen in ruderbooten und segelbooten,und die zischelnd in schiff stimmen sind alle über stimmt von dem gekicher und gerufen der menschen und ruderbooten und segelbooten ,0.4444444444444444
1058,1058,achtgesichterambiwasse/achtgesichterambiwasse_1058.wav,und von spielenden menschengruppen am kiesstrand bis in den abend schallen die rufe,und von spielenden menschengruppen am kies strand bis in den abend schallen die rufe ,0.1538461538461538
1059,1059,achtgesichterambiwasse/achtgesichterambiwasse_1059.wav,und bis in den mondschein der sommernächte antworten sich die menschenstimmen über dem wasser  mädchen frauen männer und kinderstimmen,und bis in den mondschein der sommernächte antworten sich die menschenstimmen über dem wasser mädchen frauen männer und kinder stimmen ,0.1052631578947368
1060,1060,achtgesichterambiwasse/achtgesichterambiwasse_1060.wav,die grosse harfe des biwasees hat unter dem sonnigen himmel ihre wasserstimme eingetauscht gegen die skala der menschenstimme,die große harfe des biber sehe hat unter dem sonnigen himmel ihre wasser stimme eingetauscht gegen die skala der menschen stimme  ,0.3888888888888889
1061,1061,achtgesichterambiwasse/achtgesichterambiwasse_1061.wav,nur am schläfrigen hochsommermittag wenn das seewasser faltenlos mit dem sonnigen himmel eins geworden ist,nur im schläfrigen hochsommer mittag wenn das seewasser falten los mit dem sonnigen himmel eins geworden ist ,0.3333333333333333
1062,1062,achtgesichterambiwasse/achtgesichterambiwasse_1062.wav,und kaum noch eine dünne haarlinie die seehöhe von der himmelshöhe trennt dann ist da eine sekunde,und kaum noch eine dünner h linie der seh hör von der himmels höher trend dann ist da eine sekunde ,0.5294117647058824
1063,1063,achtgesichterambiwasse/achtgesichterambiwasse_1063.wav,die jedem ewig im gedächtnis bleibt der einmal den seesommer am uferrand dort eingeatmet hat  eine sekunde,die jedem ewig im gedächtnis bleibt der einmal den sehe sommer am ufer rand dort eingeatmet hat eine sekunde ,0.2352941176470588
1064,1064,achtgesichterambiwasse/achtgesichterambiwasse_1064.wav,die in die einheit des sonnenglatten sees eine teilung bringt,die in die einheit des sondern glatten sees eine mitteilung bringt ,0.3
1065,1065,achtgesichterambiwasse/achtgesichterambiwasse_1065.wav,als ob in einem lautlosen zimmer in dem zwei glückliche umarmt gesicht an gesicht liegen ein einziger glückseufzer die stille unterbräche,als ob in einem lautlosen zimmer indem zwei glückliche umarmt gesichtern gesicht legen ein einziger glücks seufzer die stille unterbreche ,0.3809523809523809
1066,1066,achtgesichterambiwasse/achtgesichterambiwasse_1066.wav,und an ein fernes und künftiges glückliches leben sich anschlösse das ist die brise von amazu,und ein ein fernes künftiges glückliches leben sich anschlösse das ist die brise von am markt zu ,0.3125
1067,1067,achtgesichterambiwasse/achtgesichterambiwasse_1067.wav,die wie ein grosser glückseufzer über den hochmittagsee durch die sommerstille kommt,die wie ein großer glücks seufzer über den hochsommer see durch die sommer kommt  ,0.5
1068,1068,achtgesichterambiwasse/achtgesichterambiwasse_1068.wav,die brise von amazu bringt eine seespiegelung mit sich,die brise von amazon bringt eine see spiegelung mit sich ,0.3333333333333333
1069,1069,achtgesichterambiwasse/achtgesichterambiwasse_1069.wav,aus rosigen und bläulichen perlmutterfarben steigt eine gespensterlandschaft über der seefläche auf,aus rosigen und bläulichen pal mutter farben steigt eine gespenster landschaft über der sie fläche auf ,0.5833333333333334
1070,1070,achtgesichterambiwasse/achtgesichterambiwasse_1070.wav,mitten im hellen mittaglicht verwandelt sich der see gleichsam in eine grünliche wiese überhangen von den gliedern rosiger kirschbäume,mitten im hellen mittags licht verwandelt sich der see gleichsam in eine grüne wiese überhangen von den gliedern rosiger kirschbäume ,0.1578947368421052
1071,1071,achtgesichterambiwasse/achtgesichterambiwasse_1071.wav,die sich im hitzegezitter zu bewegen scheinen und ferne schilfspitzen verwandeln sich in die silhouetten von tänzerinnen,die sich im hitze gezittert zubewegen scheinen und ferne schiff spitzen verwandeln sich in die sie lu hätten von tänzerinnen ,0.4705882352941176
1072,1072,achtgesichterambiwasse/achtgesichterambiwasse_1072.wav,welche die zerbrechlichen linien von japanischen mädchen zeigen,welche die zerbrechlichen linien von japanischen mädchen zeigen  ,0.0
1073,1073,achtgesichterambiwasse/achtgesichterambiwasse_1073.wav,die erscheinungen der blühenden kirschbäume gleichen irisierenden reflexen von aufsteigenden wolkenrändern,die erscheinungen der blühenden kirschbäume gleichen irisierenden reflexen von aufsteigenden wollten rändern ,0.1818181818181818
1074,1074,achtgesichterambiwasse/achtgesichterambiwasse_1074.wav,der kirschengarten in den sich der see verwandelt ähnelt einer japanischen perlmutterlandschaft auf bläulichem silberlack,der kirschen garten indem sich der sie verwandelt ähnelt einer japanischen pal mutter landschaft auf bläulichen silber lag ,0.6666666666666666
1075,1075,achtgesichterambiwasse/achtgesichterambiwasse_1075.wav,dieses seegesicht das nur bei sonnigem himmel und nur bei der brise von amazu und nur im hochsommer erscheint,dies ist sehr gesicht des nur bei sonnigem himmel und nur bei der brise von amazon und nur im hochsommer erscheint ,0.3157894736842105
1076,1076,achtgesichterambiwasse/achtgesichterambiwasse_1076.wav,übt eine zauberkraft auf menschen aus sagen die japaner,übt eine zauberkraft auf menschen aus sagen die japaner ,0.0
1077,1077,achtgesichterambiwasse/achtgesichterambiwasse_1077.wav,so dass man über den bootrand wie von der schwelle eines hauses hinaustreten,so dass man über den bot rand wie von der schwelle eines hauses hinaus treten ,0.3076923076923077
1078,1078,achtgesichterambiwasse/achtgesichterambiwasse_1078.wav,und zu fuss über die perlmutterfläche gehen kann ohne zu versinken,und zu fuß über die perl mutter fläche gehen kann ohne zu versinken ,0.3636363636363636
1079,1079,achtgesichterambiwasse/achtgesichterambiwasse_1079.wav,getragen von der begeisterung vom sonnigen himmel und von der brise von amazu,getragen von der begeisterung vom sonnigen himmel und von der brise von ärmer zu ,0.1538461538461538
1080,1080,achtgesichterambiwasse/achtgesichterambiwasse_1080.wav,in diesen höchsten sekunden der seeekstase sollen menschen von boot zu boot gegangen sein viertelstunden weit über das wasser,in diesen höchsten sekunden der see ekstase sollen menschen von bochum bot gegangen sein viertelstunden weit über das wasser ,0.2631578947368421
1081,1081,achtgesichterambiwasse/achtgesichterambiwasse_1081.wav,ohne unterzusinken ohne den fuss mit einem wassertropfen zu benetzen aber wehe denen,ohne unter zu senken ohne den fuß mit einem wassertropfen zu benetzen aber wer denen ,0.3846153846153846
1082,1082,achtgesichterambiwasse/achtgesichterambiwasse_1082.wav,die nicht schritt halten mit der begeisterung des sees nicht schritt halten mit den glücksaugenblicken und der glücksstärke des sonnigen himmels,die nicht schritt halten mit der begeisterung des sees nicht schritt halten mit den glücks augenblicken und der glücks stärke des sonnigen himmels ,0.1904761904761904
1083,1083,achtgesichterambiwasse/achtgesichterambiwasse_1083.wav,und der brise von amazu nur so lange die brise währt währt der enthusiasmus des sonnigen himmels,und der brise von amazon nur so lange die brise wer wert der enthusiasmus des sonnigen himmels ,0.1764705882352941
1084,1084,achtgesichterambiwasse/achtgesichterambiwasse_1084.wav,der den menschen stehenden fusses über das wasser trägt legt sich die brise so lässt der sonnige himmel die wasserwanderer los,der den menschen stehenden fußes über das wasser trägt legt sich die brise so lässt der sonnige himmel die wasser wanderer los ,0.1428571428571428
