Unnamed: 0.1,file,orgText,outText,WER
1873,achtgesichterambiwasse/achtgesichterambiwasse_1873.wav,ich steckte mir eine schachtel streichhölzer ein ein paar japanische zeitungen und ein paar stückchen holzkohle,ich steckte mir eine schachtelstreichhölzer ein ein paar japanische zeitungen und ein paar stückchen holzkohle,0.125
1874,achtgesichterambiwasse/achtgesichterambiwasse_1874.wav,ich schwamm von meinem schiff an die hafenmauer von port arthur heran zündete mir ein pfeifchen an setzte mich auf einen klippenstein,ich schwamm von meinem schiff an die hafenmauer von portafer heran zündete mir ein pfeifchen an setzte mich auf einen klippenstein,0.090909090909091
1875,achtgesichterambiwasse/achtgesichterambiwasse_1875.wav,und fabrizierte aus meinen japanischen zeitungen kleine papierschiffe wie sie die schulkinder am biwasee machen,und fabrizierte aus meinen japanischen zeitungen kleiner papierschiffe wie sieht die schulkinder am biwasee machen,0.133333333333333
1876,achtgesichterambiwasse/achtgesichterambiwasse_1876.wav,in jedes schiffchen steckte ich ein stückchen kohle das war der schornstein des schiffes manche hatten auch zwei und vier schornsteine,in jedes schiffchen steckte ich ein stückchen kohle das war der schornstein des schiffes manche hatten auch zwei oder vier schornsteine,0.047619047619048
1877,achtgesichterambiwasse/achtgesichterambiwasse_1877.wav,die kohlenstücke zündete ich an und dann liess ich meine schiffe mit dem südostwind auf port arthur los,die kohlenstücke zündete ich an und dann ließ sich meine schiffe mit dem südostwind auf portafer los,0.222222222222222
1878,achtgesichterambiwasse/achtgesichterambiwasse_1878.wav,und sie zogen an der hafenmauer entlang meine kleine papierflotte,und sie zogen an der hafenmauer entlang meine kleine papierflotte,0
1879,achtgesichterambiwasse/achtgesichterambiwasse_1879.wav,wurde augenblicklich von allen leuchttürmen und fernrohren auf den leuchttürmen dem admiral der russischen flotte signalisiert,wurde augenblicklich von allem leuchtürmen und fernrohren auf den leuchtürmen dem admiral der russischen flotter signalisiert,0.25
1880,achtgesichterambiwasse/achtgesichterambiwasse_1880.wav,die russische flotte verliess sofort in schlachtreihen den hafen und umzingelte meine zeitungspapierflotte,die russische flotte verließ sofort den schlachtdrei hen den hafen und umzingelte meiner zeitungspapierflotte,0.384615384615385
1881,achtgesichterambiwasse/achtgesichterambiwasse_1881.wav,tausend schüsse hallten aus den russischen schiffsbäuchen und als sich der rauch verzog war natürlich meine papierflotte untergegangen,tausendschüsse halten aus den russischen schiffsbächen und als ich der rauch verzog war natürlich meine papierflotte untergegangen,0.277777777777778
1882,achtgesichterambiwasse/achtgesichterambiwasse_1882.wav,auf allen rahen und auf allen masten stellten sich nun die russischen marinesoldaten in parade auf,auf allen rahen und auf allen masten stellten sich nun die russischen marine soldaten in parade auf,0.125
1883,achtgesichterambiwasse/achtgesichterambiwasse_1883.wav,um dem sieghaften russischen admiral ein dreifaches hurra für seinen sieg auszubringen,um dem sieghaften russischen admiral ein dreifaches hurra für seinen sieg auszubringen,0
1884,achtgesichterambiwasse/achtgesichterambiwasse_1884.wav,auf diesen augenblick hatte ich nur gewartet denn ich wusste die russen hatten ihren mut mit schnaps angefeuert,auf diesen augenblick hatte ich nur gewartet denn ich wußte die russen hatten ihren mut mit schnaps angefeuert,0.055555555555556
1885,achtgesichterambiwasse/achtgesichterambiwasse_1885.wav,und es musste beim siegesgeschrei der tausende und tausende von soldaten eine wolke von alkoholgasen in der luft entstehen,und es mußte beim siegesgeschrei der tausende und tausende von soldaten eine wolke von alkoholgasen in der luft entstehen,0.052631578947369
1886,achtgesichterambiwasse/achtgesichterambiwasse_1886.wav,und diese wolke konnte ich mit einem einzigen streichholz in brand setzen so war es auch,und diese wolke konnte ich mit einem einzigen streichholz in brand setzen so war es auch,0
1887,achtgesichterambiwasse/achtgesichterambiwasse_1887.wav,das erste hurra liess ich sie zum vergnügen schreien aber bei dem zweiten hurra wäre ich beinahe selbst erstickt ,das erste hural ließ sich sie zum vergnügen schreien aber bei dem zweiten hurra wäre ich beinahe selbst erstickt,0.157894736842105
1888,achtgesichterambiwasse/achtgesichterambiwasse_1888.wav,so sehr stank die luft nach alkohol,so sehr stank die luft nach alkohol,0
1889,achtgesichterambiwasse/achtgesichterambiwasse_1889.wav,kaum flackte das streichholz auf so entzündete sich über dem meer die alkoholwolke und eine flamme pflanzte sich fort von schiff zu schiff,kaum flackerte das streichholz auf so entzündete sich über dem meer die alkoholwolke und eine flamme pflanzte sich fort von schiff zu schiff,0.043478260869565
1890,achtgesichterambiwasse/achtgesichterambiwasse_1890.wav,mannschaften und schiffe vom alkoholdunst erfüllt explodierten unter gekrach,mannschaften und schiffe vom alkoholdunst erfüllt explodierten untergekrach,0.222222222222222
1891,achtgesichterambiwasse/achtgesichterambiwasse_1891.wav,später sagten die russen uns nach wir hätten mit stinkbomben geschossen und mit griechischem feuer,später sagten die rufen uns nach wir hätten mit stinkbomben geschossen und mit griechischem feuer,0.066666666666667
1892,achtgesichterambiwasse/achtgesichterambiwasse_1892.wav,und es war doch nur ihr alkoholatem der die ganze flotte verbrannt hat als ich mein streichholz anzündete»,doch es war nur ihr alkoholatem der die ganze flotte verbrannt hat als ich mein streichholz anzündete,0.166666666666667
1893,achtgesichterambiwasse/achtgesichterambiwasse_1893.wav,«ja sag mir aber» fragte misstrauisch und kleinlich der spielzeughändler,ja sag mir aber fragte mißtrauisch und kleinlich der spielzeug händler,0.5
1894,achtgesichterambiwasse/achtgesichterambiwasse_1894.wav,«sag mir kriegskamerad wie konntest du die streichholzschachtel trocken erhalten als du von deinem schiff nach port arthur geschwommen bist»,sag mir kriegskamerad wie konntest du die streichholz schachtel trocken erhalten wenn du von deinem schiff nach portaser geschwommen bist,0.35
1895,achtgesichterambiwasse/achtgesichterambiwasse_1895.wav,auch der schilfmattenhändler nickte heftig und ungläubig und bezweifelte gleichfalls dass eine streichholzschachtel beim schwimmen trocken bleiben könnte,auch der schilfmattenhändler nickte heftig und ungläubig und bezweifelte gleichfalls dass eine streichholz schachtel beim schwimmen trocken bleiben könnte,0.111111111111111
1896,achtgesichterambiwasse/achtgesichterambiwasse_1896.wav,«habe ich euch denn nicht gesagt» fuhr der kohlenhändler sie grob an «dass ich an diesem morgen sehnsucht nach meinem weib hatte,habe ich euch denn nicht gesagt fuhr der kohlenhändler sie grob an daß ich an diesem morgen sehnsucht nach meinem weib hatte,0.136363636363636
1897,achtgesichterambiwasse/achtgesichterambiwasse_1897.wav,wisst ihr nicht was sehnsucht bedeutet,bist ihr nicht was sehnsucht bedeutet,0.166666666666667
1898,achtgesichterambiwasse/achtgesichterambiwasse_1898.wav,sehnsucht haben heisst so heisses blut kriegen dass alles ringsum verdorrt»,sehnsucht haben heißt so heiß es blutkriegen das alles ringsunverdorrt,0.636363636363636
1899,achtgesichterambiwasse/achtgesichterambiwasse_1899.wav,«ja dann verstehen wir dass deine streichholzschachtel im gürtel nicht nass wurde wenn du sehnsucht nach deinem weib hattest kriegskamerad»,ja dann verstehen wie er das deine streichholz schachtel im gürtel nicht nass wurde wenn du sehnsucht nach deinem weib hattest kriegskamerad,0.35
1900,achtgesichterambiwasse/achtgesichterambiwasse_1900.wav,nickten der spielzeughändler und der schilfmattenverkäufer dem holzkohlenhändler zu,nickten der spielzeughändler und der schilfmattenverkäufer dem holzkohlenhändler zu,0
1901,achtgesichterambiwasse/achtgesichterambiwasse_1901.wav,der vollmond war inzwischen langsam aus dem schilf gerollt betrachtete sich breit lachend die drei überhelden,der vollmond war inzwischen langsam aus dem schilf gerollt betrachtete breit lachend die drei überhelten,0.125
1902,achtgesichterambiwasse/achtgesichterambiwasse_1902.wav,und erzählte die geschichte in ganz japan weiter,und erzählte die geschichte in ganz japan weiter ende von teilneu,0.375
1903,achtgesichterambiwasse/achtgesichterambiwasse_1903.wav,das abendrot zu seta ein japanischer winter am biwasee ist nicht so kalt und nicht so schneereich wie die meisten deutschen winter,das abendrot zu setaein japanischer winter am biwasee ist nicht so kalt und so schneeerreich wie die meisten deutschen winter,0.181818181818182
1904,achtgesichterambiwasse/achtgesichterambiwasse_1904.wav,aber doch liegt oft fusshoch eine weisse schneerinde am seerand auf den hausdächern und in den gabeln der bäume,aber doch liegt oft fuß hoch eine weiße schneerinde am seeand auf den hausdächern und in den gabeln der bäume,0.210526315789474
1905,achtgesichterambiwasse/achtgesichterambiwasse_1905.wav,see und himmel sind dann vom winterdunst eingewickelt der see liegt wie ein dunkles zelt im nebelrauch,see und himmel sind dann vom winterdunst eingewickelt der see liegt wie ein dunkles zelt im nebelrauch,0
1906,achtgesichterambiwasse/achtgesichterambiwasse_1906.wav,und wie weisse insektenschwärme kommen die schneeflocken an,und wie weiße insektenschwärme kommen die schneeflocken an,0.125
1907,achtgesichterambiwasse/achtgesichterambiwasse_1907.wav,ihr kreiselnder tanz im wind ist im wintertag das einzige leben am see dessen spiegel blind ist auf dem sich kein segel zeigt,ihr kreiselnder tanz im wind ist im wintertag das einzige leben am see dessen spiegelblind ist auf dem sich kein segel zeigt,0.086956521739131
1908,achtgesichterambiwasse/achtgesichterambiwasse_1908.wav,dessen schilffelder abgemäht sind und der einer wüste aus grauem basalt ähnelt,dessen schilfelder abgemäht sind und der einer wüste aus grauem war salt ähnelt,0.25
1909,achtgesichterambiwasse/achtgesichterambiwasse_1909.wav,die japaner tragen in der weissen jahreszeit drei bis vier wattierte graue und bräunliche seidenkleider übereinander,die japaner tragen in der weißen jahreszeit drei bis vier vattierte graue und bräunlicher seidenkleider übereinander,0.1875
1910,achtgesichterambiwasse/achtgesichterambiwasse_1910.wav,sie kennen keine öfen nur eine kleine kohlenglut in einem messingbecken wärmt die hingehaltenen fingerspitzen,sie kennen keine öfen nur eine kleine kohlenglut in einem messingbecken wärmt die hingehaltenen fingerspitzen,0
1911,achtgesichterambiwasse/achtgesichterambiwasse_1911.wav,aber die japaner haben viel eigenwärme in sich,aber die japaner haben viel eigenwärme in sich,0
1912,achtgesichterambiwasse/achtgesichterambiwasse_1912.wav,sie sind gewöhnt an den verkehr mit offener luft in luftreichen leichten bambusholzhäuschen hinter dünnen papierwänden und papierscheiben,sie sind gewöhnt an den verkehr mit offener luft in luftreichen leichten bambusholzhäuschen hinter der dünnen papierwänden und papierscheiben,0.055555555555556
1913,achtgesichterambiwasse/achtgesichterambiwasse_1913.wav,gekleidet in den drei anderen jahreszeiten in luftige seiden und kreppstoffe,gekleidet in den drei anderen jahreszeiten in luftige seiden und kraptstoffen,0.090909090909091
1914,achtgesichterambiwasse/achtgesichterambiwasse_1914.wav,und eingehüllt in das bequeme schlafrockkostüm das den gliedern spielraum zu eigenbewegung lässt,und eingehüllt in das bequeme schlafrock kostüm das den gliedern spielraum zur eigenbewegung lässt,0.230769230769231
1915,achtgesichterambiwasse/achtgesichterambiwasse_1915.wav,so sind sie ein gesundes warmblütiges volk geblieben,so sind sie ein gesundes war blütiges volk geblieben,0.25
1916,achtgesichterambiwasse/achtgesichterambiwasse_1916.wav,die seele der japaner ist ebenso warmblütig wie ihre reinlichen gutgelüfteten und leeren papierzimmer,die seele der japaner ist ebenso waren blütig wie ihre rheinlichen gut gelüfteten und leeren papierzimmer,0.357142857142857
1917,achtgesichterambiwasse/achtgesichterambiwasse_1917.wav,keine möbelstücke sind in ihren zimmern der saubere strohmattenboden des gemaches muss alle möbel ersetzen,keine möbelstücke sind in ihren zimmern der saubere stromhmmattenboden des gemachs muss alle möbel ersetzen,0.133333333333333
1918,achtgesichterambiwasse/achtgesichterambiwasse_1918.wav,er stellt tisch stuhl sofa und sessel dar ist handdick aus dünnstem feinstem rohrmattengeflecht,er stellt ischstuhl sofa und sessel dar ist handdick aus dünnstem feinstem rohrmattengeflecht,0.142857142857143
1919,achtgesichterambiwasse/achtgesichterambiwasse_1919.wav,ist nachgiebig leicht elastisch und du darfst ihn nur mit strümpfen nie mit schuhen betreten,ist nachgiebig leicht elastisch und du darfst den nur mit strümpfen nie mit schuhen betreten,0.066666666666667
1920,achtgesichterambiwasse/achtgesichterambiwasse_1920.wav,in diesen leeren gemächern deren wände leicht getönte bambusstrohfarbe mehlweisses papier oder gelbliche naturhölzer zeigen,in diesem leeren gemächern deren wände leicht getönte bambusstrohfarbe mehlweißes papier oder gelbliche naturhölzer zeigen,0.133333333333333
1921,achtgesichterambiwasse/achtgesichterambiwasse_1921.wav,hebt sich das menschenantlitz ab wie ein porträt auf ungestörtem hintergrund und die gesten der menschen in diesen leeren gemächern,hebt sich das menschen antlitz ab wie ein porät auf ungestörtem hintergrund und die gesten der menschen in diesen leeren gemächern,0.15
1922,achtgesichterambiwasse/achtgesichterambiwasse_1922.wav,werden in den kleinsten bewegungen wichtig und bleiben deiner erinnerung eingeprägt wie die schriftzüge auf weissem papier,werden in den kleinsten bewegungen wichtig und bleiben deine erinnerung eingeprägt wie schriftzüge auf weißem papier,0.176470588235294
1923,achtgesichterambiwasse/achtgesichterambiwasse_1923.wav,als farbiger natürlicher zimmerschmuck stehen in den offenen schiebetüren die ausblicke auf die maigrünen sommergelben,als farbiger natürlicher zimmerschmuck stehen in den offenen schiebetüren die ausblicke auf die maigrünen sommergelben,0
1924,achtgesichterambiwasse/achtgesichterambiwasse_1924.wav,herbstbraunen und winterblauen landschaftsbilder der flug vorüberziehender vögel wandernde wolken und menschen,herbstbraunen und winterblauen landschaftsbilder der flug vorüberziehender vögel wandernder wolken und menschen,0.083333333333333
1925,achtgesichterambiwasse/achtgesichterambiwasse_1925.wav,unwillkürlich befürworten die leeren farblosen gemächer die liebe zur farbigen aussenwelt,unwillkürlich befürworten die leeren farblosen gemächer die liebe zur farbigen außenwelt,0.090909090909091
1926,achtgesichterambiwasse/achtgesichterambiwasse_1926.wav,die welt die immer im türrahmen erscheint wenn eine schiebetür sich öffnet,die welt die immer am türrahmen erscheint wenn eine schiebetür sich öffnet,0.083333333333333
1927,achtgesichterambiwasse/achtgesichterambiwasse_1927.wav,wirkt im leeren zimmer doppelt lebhaft als landschaft oder als mensch der zu besuch kommt jeder mensch wird zum lebenden bild,wirkt im leeren zimmer doppelt lebhaft als landschaft oder als mensch der zu besuch kommt jeder mensch wird zum lebenden bild,0
1928,achtgesichterambiwasse/achtgesichterambiwasse_1928.wav,wenn er sich zu dir auf die leere der diele zwischen die leeren wände setzt man kann sich leicht denken dass sich dann alle landschaftsreize steigern,der sich zu dir auf die lehre der diele zwischen die leeren wände setzt man kann sich leicht denken dass sich dann alle landschaftsreize steigern,0.115384615384615
1929,achtgesichterambiwasse/achtgesichterambiwasse_1929.wav,und den hausbewohnern so wichtig werden wie einer europäischen hausfrau die möbelstücke,und den hausbewohnern so wichtig werden wie eine europäischen haus frau die möbelstücke,0.25
1930,achtgesichterambiwasse/achtgesichterambiwasse_1930.wav,in den leeren gemächern von seta am biwasee ist das abendrot vor den türen zu seta eine berühmtheit geworden,in den leeren gemächern von seta am biwasee ist das abendrot vor den türen zu seta eine berühmtheit geworden,0
1931,achtgesichterambiwasse/achtgesichterambiwasse_1931.wav,und das abendrot von seta gesehen haben ist wie bienenhonig dem ärmsten,und das abendroht zu seeta gesehen haben ist wie bienen honig dem ärmsten,0.416666666666667
1932,achtgesichterambiwasse/achtgesichterambiwasse_1932.wav,und verspricht dir noch nach langen jahren einen sanften tod  in seta lebte die frau eines verarmten adligen,und verspricht dir noch nach langen jahren einen sanften tod in seitta lebte die frau eines verarmten adeligen,0.111111111111111
1933,achtgesichterambiwasse/achtgesichterambiwasse_1933.wav,ihr mann war im krieg gegen die europäer gefallen ebenso ihre zwei söhne,ihr mann war im krieg gegen die europäer gefallen ebenso ihre zwei söhne,0
1934,achtgesichterambiwasse/achtgesichterambiwasse_1934.wav,diese frau reiste öfters im sommer oder im frühling zur kirschblütenzeit nach kioto oder nach dem wallfahrtsort nara,diese frau reiste öfters im sommer oder im frühling zur kirblüötenzeit nach kioto und nach dem wallfahrtsort nara,0.111111111111111
1935,achtgesichterambiwasse/achtgesichterambiwasse_1935.wav,oder nach den heiligen tempeln von nikko um dort im gebet in den tempeln,oder nach den heiligen tempeln von niko um dort im gebet in den tempeln,0.071428571428572
1936,achtgesichterambiwasse/achtgesichterambiwasse_1936.wav,an heiligen orten ihrem mann und ihren zwei söhnen näher zu sein in kioto im tempel der fünftausend kriegsgenien,an den heiligen orten ihrem mann und ihren zwei söhnen näher zu sein in kioto im tempel der fünausend kriegsgenien,0.105263157894737
1937,achtgesichterambiwasse/achtgesichterambiwasse_1937.wav,stehen in den zehn langen reihen je fünfhundert aufrechte goldene götter jeder gott hat zwanzig bis dreissig arme,stehen in den zehn langen reihen je fünfhundertaufrechte goldene götter jeder gottter zwanzig bis dreißig arme,0.277777777777778
1938,achtgesichterambiwasse/achtgesichterambiwasse_1938.wav,schwingt speere und schwerter und man sagt sollte kioto einmal von feinden angegriffen werden und in höchster not sein,schwingt speere und schwerter und man sagt sollte kioto einmal von feinden angegriffen werden und in höchster not sein,0
1939,achtgesichterambiwasse/achtgesichterambiwasse_1939.wav,dann ziehen die fünftausend götter aus der langen hölzernen tempelhalle aus und werden die alte kaiserstadt verteidigen,dann ziehen die götter aus der langen hölzernen tempelhalle aus und werden die alte kaiserstadt verteidigen,0.058823529411765
1940,achtgesichterambiwasse/achtgesichterambiwasse_1940.wav,in diesen tempel ging die verwitwete frau am liebsten denn dort traf sie im gebet ihren mann,in diesen tempel ging die verwitwete frau am liebsten denn dort traf sie im gebet ihren mann,0
1941,achtgesichterambiwasse/achtgesichterambiwasse_1941.wav,wenn sie vor den fünftausend götterbildern niederkniete sprach er in ihr ohr wie ein lebender,wenn sie vor den füngötterbildern niederknieter sprach er in ihr ohr wie ein leben da,0.333333333333333
1942,achtgesichterambiwasse/achtgesichterambiwasse_1942.wav,die feuerrote düstere und fensterlose lackhalle,die feuerrote düstere und fensterlose lackhalle,0
1943,achtgesichterambiwasse/achtgesichterambiwasse_1943.wav,darinnen die fünftausend goldenen götter nur von den riesigen offenen türen beleuchtet wurden gab der witwe ein aufregend wohliges gefühl,darinnen die fünaus goldenen götter nur von den riesigen offenen türen beleuchtet wurden gab der witwe ein aufregendwohliges gefühl,0.15
1944,achtgesichterambiwasse/achtgesichterambiwasse_1944.wav,wenn sie über die hunderttausend goldenen speere und schwertspitzen schaute glaubte sie ein kriegsgetümmel vor sich zu sehen,wenn sie über die hunderttausend goldenen speere und schwertspitzenschaute glaubte sie ein kriegsgetümmel vorsich zu sehen,0.222222222222222
1945,achtgesichterambiwasse/achtgesichterambiwasse_1945.wav,von den zehn reihen der götter steht immer eine reihe höher hinter der andern,von den zehn reihender götter steht immer eine reihe höhe hinter der anderen,0.285714285714286
1946,achtgesichterambiwasse/achtgesichterambiwasse_1946.wav,so dass man sich vor einem berg von lanzen schwertspitzen goldenen armen und goldenen heiligenscheinen befindet,so dass man sich vor einem berg von lanzen schwertspitzen goldenen armen und goldenen heiligen scheinen befindet,0.125
1947,achtgesichterambiwasse/achtgesichterambiwasse_1947.wav,als strömten dir goldene götterscharen bergab entgegen,als strömten dieier goldene götterscharenberggab entgegen,0.428571428571429
1948,achtgesichterambiwasse/achtgesichterambiwasse_1948.wav,als die frau eines tages wieder im gebetstaumel die halle verliess sah sie draussen auf dem bretterweg der an der hundert fuss langen halle entlangführt,als die frau eines tages wieder im gebetsstaumel die halle verließ sah sie draußen auf dem bretterweg der an der hundert fußlangen halle entlang führt,0.28
1949,achtgesichterambiwasse/achtgesichterambiwasse_1949.wav,einen mann stehen der sich wie das die japaner öfters tun hier im bogenschiessen übte,einen mann stehen der sich wie das die japaner öfters tun hier im bogenschießen übte,0.066666666666667
1950,achtgesichterambiwasse/achtgesichterambiwasse_1950.wav,der mann glich auffallend ihrem toten gatten am einen ende des bretterwegs stand der schütze mit dem altmodischen mannsgrossen bogen,der mann glich auffallend ihrem totengatten am einen ende des bretterwegs stand der schütze mit dem altmodischen manns großen bogen,0.2
1951,achtgesichterambiwasse/achtgesichterambiwasse_1951.wav,am andern ende des bretterwegs war die weisse scheibe angebracht,am anderen ende des bretterwegs war die weiße scheibe angebracht,0.2
1952,achtgesichterambiwasse/achtgesichterambiwasse_1952.wav,und an der ganzen tempellänge entlang surrte der pfeil des schiessenden trotzdem jetzt allgemein das gewehr in japan eingeführt ist,und an der ganzen tempelänge entlang urte der pfeil des schießendentrotzdem jetzt allgemein das gewehr in japan eingeführt ist,0.2
1953,achtgesichterambiwasse/achtgesichterambiwasse_1953.wav,üben sich einige japaner noch zum vergnügen im bogenschiessen,üben sich einige japaner noch zum vergnügen im bogenschießen,0.111111111111111
1954,achtgesichterambiwasse/achtgesichterambiwasse_1954.wav,und besonders ist der bretterweg am tempel der fünftausend kriegsgenien ein beliebter übungsplatz in kioto,und besonders ist der bretterweg am tempel der fünendkriegsgenien ein beliebter übungsplatz in kyoto,0.2
1955,achtgesichterambiwasse/achtgesichterambiwasse_1955.wav,die frau zitterte vor erregung als sie den schützen sah der das getreue abbild ihres gestorbenen mannes war,die frau zitterte vor erregung als sie den schützen sah der das getreue abbild ihres gestorbenen mannes war,0
1956,achtgesichterambiwasse/achtgesichterambiwasse_1956.wav,ihr auge hatte einen unwiderstehlichen leidenschaftlichen ausdruck und ihr ganzer kleiner körper wurde wie ein stück magneteisen,ihre augen hatten einen unwiderstehlichen leidenschaftlichen ausdruck und ihr ganzer kleiner körper wurde wie ein stückmagneteisen,0.294117647058824
1957,achtgesichterambiwasse/achtgesichterambiwasse_1957.wav,und zog den mann nach sich den sie anschaute sie blickte den schützen an,und zog den mann nach sich den sie anschaute sie blickte den schützen an,0
1958,achtgesichterambiwasse/achtgesichterambiwasse_1958.wav,trat rückwärts wieder in die tempelhalle zurück und ging an der untersten reihe der genien entlang,trat rückwärts wieder in die tempelhalle zurück und ging an der untersten reihe der genien entlang,0
1959,achtgesichterambiwasse/achtgesichterambiwasse_1959.wav,genau wissend dass der schütze bogen und pfeile wegstellen und ihr nachfolgen müsste,genau wissend dass der schütze bogen und pfeiler wegstellen und ihr nachfolgen müsste,0.076923076923077
1960,achtgesichterambiwasse/achtgesichterambiwasse_1960.wav,sie kam in das dunkle ende der halle wo holztreppen ähnlich leitern verstaubt uralt und düster,sie kamen in das dunkle ende der halle wo holztreppenähnliche leitern verstaubt uralt und düster,0.1875
1961,achtgesichterambiwasse/achtgesichterambiwasse_1961.wav,zu einer dunkeln holzgalerie führen die sich hoch unter dem dach des tempels über den fünftausend genien hinzieht,zu einer dunklen holzgalerie führen die sich hoch unter dem dach des tempels über den fünausend genien hinzieht,0.111111111111111
1962,achtgesichterambiwasse/achtgesichterambiwasse_1962.wav,der mann der ihr gefolgt war kam leise die dunkle stiege herauf sie kauerte auf der obersten stufe nieder,der mann der ihr gefolgt war kam leise die dunkle stiege herauf sie kauerte auf der obersten stufe nieder,0
1963,achtgesichterambiwasse/achtgesichterambiwasse_1963.wav,und wollte ihn an sich vorübergehen lassen,und wollte ihn an sich vorübergehen lassen,0
1964,achtgesichterambiwasse/achtgesichterambiwasse_1964.wav,«deine augen können surren wie pfeile» sagte der mann und blieb neben ihr stehen,deine augen können suren wie pfeile sagte der mann und blieb neben ihr stehenhn,0.285714285714286
1965,achtgesichterambiwasse/achtgesichterambiwasse_1965.wav,«du siehst meinem verstorbenen mann ähnlich» sagte die frau «deswegen habe ich dich angesehen» der mann atmete schwer,du siehst meinem verstorbenen mann ähnlich sagte die frau deswegen habe ich dich angesehen der mann atmete schwer,0.222222222222222
1966,achtgesichterambiwasse/achtgesichterambiwasse_1966.wav,er senkte den nacken und flüsterte rasch «wenn dich dein mann so gern umarmt hat wie ich dich jetzt hier umarmen möchte »,er senkte den nacken und flüsterte rasch wenn dich dein mann so gern umarmt hat wie ich dich jetzt umarmen möchte,0.130434782608696
1967,achtgesichterambiwasse/achtgesichterambiwasse_1967.wav,er sprach den satz nicht fertig,er sprach den satz nicht fertig,0
1968,achtgesichterambiwasse/achtgesichterambiwasse_1968.wav,fasste die frau flink wie ein affe eine äffin und die harte tempeldiele wurde ihr liebeslager,fasste die frau flink wie ein affe eine äfffin und die harte tempeldele wurde ihr liebeslager,0.125
1969,achtgesichterambiwasse/achtgesichterambiwasse_1969.wav,danach sagte die frau leise «was haben wir getan wir sind im tempel der fünftausend genien»,danach sa die frau leise was haben wir getan wir sind im tempel der fünftausend genien,0.1875
1970,achtgesichterambiwasse/achtgesichterambiwasse_1970.wav,«wollust schändet keinen tempel» antwortete der mann,wollust schendet keinen tempel antwortete der mann,0.428571428571429
1971,achtgesichterambiwasse/achtgesichterambiwasse_1971.wav,«fünftausendmal will ich dich hier umarmen fünftausendmal wollen wir uns hier treffen» die frau schauderte vor glück,fünausend mal will ich dich hier um armen fünftausendmal wollen wir uns hier treffen die frau schauderte vor glück,0.294117647058824
1972,achtgesichterambiwasse/achtgesichterambiwasse_1972.wav,in die geheimnisvolle tempelluft und tempeldunkelheit schienen ausser den fünftausend kriegsgöttern,in der geheimnisvollen tempelluft und tempeldunkelheit schienen außer den fünausend kriegsgöttern,0.363636363636364
1973,achtgesichterambiwasse/achtgesichterambiwasse_1973.wav,fünftausend liebesgötter eingedrungen zu sein und sie sagte zu dem mann,fünausend liebesgötter eingedrungen zu sein und sie sagtegt zu dem mann wir wollen nicht wissen wie wir heißen,0.818181818181818
1974,achtgesichterambiwasse/achtgesichterambiwasse_1974.wav,«wir wollen nicht wissen wie wir heissen wir wollen nicht wissen wo wir wohnen wir wollen nicht verabreden wann wir uns treffen,wir wollen nicht wissen wo wir wohnen wir wollen nicht verabreden ann wir uns treffen,0.363636363636364
1975,achtgesichterambiwasse/achtgesichterambiwasse_1975.wav,wir wollen es den fünftausend genien überlassen dass sie unsere wege zusammenführen,wir wollen es in fünausend genien überlassen dass sie unsere wege zusammenführen,0.166666666666667
1976,achtgesichterambiwasse/achtgesichterambiwasse_1976.wav,und immer wenn wir uns zusammenfinden wollen wir nichts besprechen und nichts fragen,und immer wenn wir uns zusammenfinden wollen wir nichts besprechen und nichts fragen,0
1977,achtgesichterambiwasse/achtgesichterambiwasse_1977.wav,und uns nur umarmen wie wir uns hier umarmt haben,und uns uns nur umarmen wie wir uns hier umarmt haben,0.1
1978,achtgesichterambiwasse/achtgesichterambiwasse_1978.wav,ich will nicht wissen ob du ein wirklicher mensch bist oder nur eine erscheinung ähnlich meinem mann,ich will nicht wissen ob du ein wirklicher mensch bist oder nur eine erscheinung ähnlich mmeine mann,0.058823529411765
1979,achtgesichterambiwasse/achtgesichterambiwasse_1979.wav,ich will dich geniessen wie die abendröte die jetzt über die türschwelle dort tritt und die wirklich und unwirklich ist zugleich»,ich will dich genießen wie die abend dröte die jetzt über die türschwelle dort tritt und die wirklich und unwirklich zugleich ist,0.238095238095238
1980,achtgesichterambiwasse/achtgesichterambiwasse_1980.wav,die beiden hielten ihre verabredung die frau änderte nicht ihre reisen und ihre wallfahrten nach den andern wallfahrtsorten,die beiden hielten ihre verabredung die frau änderte nicht ihre reisen und ihre wallfahrten nach den anderen wallfahrtsorten,0.055555555555556
1981,achtgesichterambiwasse/achtgesichterambiwasse_1981.wav,und nachdem sie monatelang in kioto täglich zu den verschiedensten stunden den tempel der fünftausend genien besucht,und nachdem sie monate lang in kyoto täglich zu den verschiedensten stunden den tempel der ausend genien besucht,0.235294117647059
1982,achtgesichterambiwasse/achtgesichterambiwasse_1982.wav,und täglich den schützen dort getroffen umarmt und geliebt hatte,und täglich den schützen dort getroffen um armt und geliebt hatte,0.2
1983,achtgesichterambiwasse/achtgesichterambiwasse_1983.wav,reiste sie nach dem wallfahrtsort nara ohne ihrem geliebten bei ihrer abreise ein wort zu sagen,reiste sie nach dem wallfahrtsort nara ohne ihrem geliebten bei ihrer abreise einwort zu sagen,0.125
